date,temperature,humidity,pressure
2017-01-24 21:30:00+00:00,-0.4499998,1.4155502,-0.10217285
2017-01-24 22:30:00+00:00,-0.5500002,1.1413345,0.49682617
2017-01-24 23:30:00+00:00,-0.05000019,4.245674,0.69885254
2017-01-25 00:30:00+00:00,0.5,-0.59724426,0.6017456
2017-01-25 01:30:00+00:00,2.8500004,-10.985512,0.91156006
2017-01-25 02:30:00+00:00,2.8500004,-11.55764,0.711792
2017-01-25 03:30:00+00:00,2.6499996,-9.174713,0.31158447
2017-01-25 04:30:00+00:00,1.7999992,-7.6954155,-0.39190674
2017-01-25 05:30:00+00:00,1.1500015,-5.1143456,-0.8937988
2017-01-25 06:30:00+00:00,0.79999924,-3.223137,-1.4949951
2017-01-25 07:30:00+00:00,0.54999924,-2.5031815,-0.9961548
2017-01-25 08:30:00+00:00,0.15000153,-0.8128357,-0.8982544
2017-01-25 09:30:00+00:00,-0.25,0.2144432,0.09863281
2017-01-25 10:30:00+00:00,-1.1000004,5.405136,0.39508057
2017-01-25 11:30:00+00:00,-4.200001,14.297199,-0.31774902
2017-01-25 12:30:00+00:00,-1.1499996,5.733284,0.39434814
2017-01-25 13:30:00+00:00,-0.79999924,3.9680862,0.89538574
2017-01-25 14:30:00+00:00,-0.10000038,0.45412445,0.5986328
2017-01-25 15:30:00+00:00,1.0499992,-5.9337845,0.3043213
2017-01-25 16:30:00+00:00,-1.2999992,5.1831436,-0.0057373047
2017-01-25 17:30:00+00:00,-1.8000011,8.668381,-0.30755615
2017-01-25 18:30:00+00:00,-0.14999962,0.50819397,-0.40045166
2017-01-25 19:30:00+00:00,-1.0,4.5098114,-0.5037842
2017-01-25 20:30:00+00:00,-0.6000004,2.4985657,-0.40203857
2017-01-25 21:30:00+00:00,-0.049999237,-0.004005432,-0.2000122
2017-01-25 22:30:00+00:00,-0.6499996,2.2874298,0.39660645
2017-01-25 23:30:00+00:00,-0.10000038,2.6918488,0.79833984
2017-01-26 00:30:00+00:00,0.14999962,0.006690979,0.40008545
2017-01-26 01:30:00+00:00,2.9500008,-10.84404,0.8123169
2017-01-26 02:30:00+00:00,3.0,-11.399841,0.7125244
2017-01-26 03:30:00+00:00,2.6000004,-10.271076,0.21124268
2017-01-26 04:30:00+00:00,1.6999989,-8.872044,-0.49212646
2017-01-26 05:30:00+00:00,1.0,-4.588505,-1.0944824
2017-01-26 06:30:00+00:00,0.75,-3.3850136,-1.3949585
2017-01-26 07:30:00+00:00,0.5,-1.9819069,-1.1962891
2017-01-26 08:30:00+00:00,0.14999962,-0.5083618,-0.99816895
2017-01-26 09:30:00+00:00,-0.14999962,0.2327156,-0.30029297
2017-01-26 10:30:00+00:00,-0.75,6.085781,-0.10296631
2017-01-26 11:30:00+00:00,-3.5,12.753265,0.28466797
2017-01-26 12:30:00+00:00,-1.4499989,5.8287926,0.3932495
2017-01-26 13:30:00+00:00,-0.8500004,3.7964401,0.4954834
2017-01-26 14:30:00+00:00,-0.6499996,3.3559113,0.49645996
2017-01-26 15:30:00+00:00,2.0,-9.984238,0.2086792
